Occupation Name,Exposure Score
"Morticians, Undertakers, and Funeral Arrangers",9.428491149844697e-05
Motion Picture Projectionists,6.148749876504473e-05
Motorboat Mechanics and Service Technicians,0.00017709837374266368
Motorboat Operators,0.00016822168925409523
Motorcycle Mechanics,0.00019941224113295233
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0001464963551167697
Museum Technicians and Conservators,0.00014615878794829092
Music Directors and Composers,0.0001636088815858006
Music Therapists,0.00011731193101541688
Musical Instrument Repairers and Tuners,0.00018705523203122802
Musicians and Singers,6.445085082616569e-05
Nannies,5.506437837852015e-05
Nanosystems Engineers,0.00015317141695832332
Nanotechnology Engineering Technologists and Technicians,0.00017707419089364442
Natural Sciences Managers,0.00010103639341438104
Naturopathic Physicians,0.00014255993963980607
Network and Computer Systems Administrators,0.00010969160436851013
Neurodiagnostic Technologists,0.000147225398112983
Neurologists,0.00010929202979002484
Neuropsychologists,0.00014789495851972982
New Accounts Clerks,0.00016875131971787113
"News Analysts, Reporters, and Journalists",0.00014650958714733893
Non-Destructive Testing Specialists,0.00017786780192616386
Nuclear Engineers,0.00011442663664314514
Nuclear Medicine Technologists,0.00017375110278961534
Nuclear Monitoring Technicians,0.00015373519849436697
Nuclear Power Reactor Operators,6.380641201065971e-05
Nuclear Technicians,0.00013356452804058066
Nurse Anesthetists,0.00015731736727515343
Nurse Midwives,7.771778894824507e-05
Nurse Practitioners,7.069358688057275e-05
Nursing Assistants,0.0001201818733089732
"Nursing Instructors and Teachers, Postsecondary",0.00015633689480371393
Obstetricians and Gynecologists,0.00010127177622515772
Occupational Health and Safety Specialists,0.00014372232829709016
Occupational Health and Safety Technicians,0.00012879589786912997
Occupational Therapists,0.00013563155213114833
Occupational Therapy Aides,0.00012775432159016002
Occupational Therapy Assistants,7.663043953368998e-05
"Office Clerks, General",0.0001697020939942451
"Office Machine Operators, Except Computer",7.226098747301556e-05
Online Merchants,0.0001729318001623811
Operating Engineers and Other Construction Equipment Operators,0.00010964755594193962
Operations Research Analysts,0.0001328315908701875
Ophthalmic Laboratory Technicians,0.0001687990874890025
Ophthalmic Medical Technicians,6.482150593426678e-05
Ophthalmic Medical Technologists,0.00013719223773802958
"Ophthalmologists, Except Pediatric",8.424550692094633e-05
"Opticians, Dispensing",0.00014940099891562375
Optometrists,0.00014799753942872592
Oral and Maxillofacial Surgeons,0.00013724440124358015
Order Clerks,7.274268567718344e-05
Orderlies,0.00015016095849691176
Orthodontists,7.129771909298743e-05
Orthoptists,9.712550529777591e-05
Orthotists and Prosthetists,0.00014961166650131056
Outdoor Power Equipment and Other Small Engine Mechanics,0.00017648206402636496
Packaging and Filling Machine Operators and Tenders,4.9899491509980656e-05
"Packers and Packagers, Hand",0.00020343472003864308
"Painters, Construction and Maintenance",0.00012698994844080033
"Painting, Coating, and Decorating Workers",0.00014935882406280163
"Paper Goods Machine Setters, Operators, and Tenders",0.0001835484044827315
Paperhangers,0.00015087608181653798
Paralegals and Legal Assistants,5.7200839794174144e-05
Park Naturalists,8.635450891444267e-05
Parking Attendants,0.00013696956729658934
Parking Enforcement Workers,0.00014275323499079475
Parts Salespersons,0.00016023441839130894
Passenger Attendants,0.00010051173722990011
Patient Representatives,0.00015388091217573077
"Patternmakers, Metal and Plastic",0.00017297850289573494
"Patternmakers, Wood",0.00015993421178024666
"Paving, Surfacing, and Tamping Equipment Operators",0.00017874534333990494
Payroll and Timekeeping Clerks,9.098185875159605e-05
"Pediatricians, General",8.743033271212362e-05
Personal Care Aides,0.00014108349567491574
Personal Financial Advisors,6.553334086134961e-05
Pest Control Workers,0.0001459621017630048
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",0.00015701953458591394
Petroleum Engineers,0.00011824287641570283
"Petroleum Pump System Operators, Refinery Operators, and Gaugers",0.0001528059815079618
Pharmacists,0.00011874011210416495
Pharmacy Aides,0.0001458037777571818
Pharmacy Technicians,0.000160856579076165
"Philosophy and Religion Teachers, Postsecondary",3.885796209194748e-05
Phlebotomists,0.00016146954265065143
Photographers,0.0001613592742203879
Photographic Process Workers and Processing Machine Operators,0.00015510328547189872
Photonics Engineers,7.188498378026151e-05
Photonics Technicians,0.00017455799081218627
Physical Medicine and Rehabilitation Physicians,0.00010948707284860852
Physical Therapist Aides,0.0001481539230332251
Physical Therapist Assistants,0.00012446580102269214
Physical Therapists,0.0001150847258767339
Physician Assistants,9.985125321350845e-05
"Physicians, Pathologists",0.00013251545633044429
Physicists,0.0001621973997492561
"Physics Teachers, Postsecondary",7.655217741732644e-05
Pile Driver Operators,0.00015481003586035935
Pipelayers,0.00018128863356194994
Plasterers and Stucco Masons,9.216670724630835e-05
"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",0.00015479891345717634
"Plumbers, Pipefitters, and Steamfitters",0.00017981184359306044
Podiatrists,0.00018449228254919598
"Poets, Lyricists and Creative Writers",0.0001659868837162029
Police and Sheriff's Patrol Officers,7.939405961100429e-05
Police Identification and Records Officers,0.0001645199392550735
"Political Science Teachers, Postsecondary",7.484885270838818e-05
Political Scientists,0.00016296600303245762
Postal Service Clerks,0.0001037190547074676
Postal Service Mail Carriers,0.00016769694188282122
"Postal Service Mail Sorters, Processors, and Processing Machine Operators",0.00017825185158790906
"Potters, Manufacturing",0.00017437304052200686
"Pourers and Casters, Metal",0.0001993453220595641
Power Distributors and Dispatchers,0.00014009783860994976
Power Plant Operators,0.0001317950935253149
Prepress Technicians and Workers,0.0001705788617312507
"Preschool Teachers, Except Special Education",6.60915241983169e-05
"Pressers, Textile, Garment, and Related Materials",0.00017018905063305141
Preventive Medicine Physicians,0.00012368317016172052
Print Binding and Finishing Workers,0.00017133753366590444
Printing Press Operators,0.00014992020992036337
Private Detectives and Investigators,0.00012129462610757393
Probation Officers and Correctional Treatment Specialists,0.00012589619478847223
Procurement Clerks,0.00014008079994743845
Producers and Directors,0.00014365732134995944
"Production, Planning, and Expediting Clerks",0.00013782135032593771
Proofreaders and Copy Markers,0.00013986881792047448
"Property, Real Estate, and Community Association Managers",8.03304698316156e-05
Prosthodontists,0.00015373159837578753
Psychiatric Aides,8.750353925015896e-05
Psychiatric Technicians,0.00014898333425383554
Psychiatrists,0.00014581529536396634
"Psychology Teachers, Postsecondary",0.00014874390813118286
Public Relations Specialists,6.517287030870776e-05
Public Safety Telecommunicators,8.92779217992498e-05
"Pump Operators, Except Wellhead Pumpers",0.00018949954282803226
"Purchasing Agents, Except Wholesale, Retail, and Farm Products",5.1334503613953905e-05
Purchasing Managers,5.843106665106251e-05
Quality Control Analysts,7.433470405190218e-05
Quality Control Systems Managers,7.047297634547213e-05
Radiation Therapists,0.00014382362869970003
Radio Frequency Identification Device Specialists,7.562526518204545e-05
"Radio, Cellular, and Tower Equipment Installers and Repairers",0.00018330214077009316
Radiologic Technologists and Technicians,0.00013393550051418973
Radiologists,0.00013770068412080147
Rail Car Repairers,0.00017536193770532326
"Rail Yard Engineers, Dinkey Operators, and Hostlers",0.00013625022397193
Rail-Track Laying and Maintenance Equipment Operators,0.00014925018935578753
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",0.00015818770180131154
Railroad Conductors and Yardmasters,0.00015393072260183098
Range Managers,0.0001486715029666447
Real Estate Brokers,0.00016059287352869478
Real Estate Sales Agents,6.92339481260679e-05
Receptionists and Information Clerks,0.0001338522419889947
"Recreation and Fitness Studies Teachers, Postsecondary",8.01851001990457e-05
Recreation Workers,0.0001260663323521819
Recreational Therapists,6.520621877436818e-05
Recreational Vehicle Service Technicians,0.00013657835592789343
Recycling and Reclamation Workers,0.00016670465786732127
Recycling Coordinators,8.791494628083186e-05
"Refractory Materials Repairers, Except Brickmasons",0.00014762525808471608
Refuse and Recyclable Material Collectors,7.663278780672729e-05
Registered Nurses,6.160828062155321e-05
Regulatory Affairs Managers,8.185275508334168e-05
Regulatory Affairs Specialists,7.193130851719359e-05
Rehabilitation Counselors,7.706147680400074e-05
Reinforcing Iron and Rebar Workers,0.0001627724932659366
Remote Sensing Scientists and Technologists,0.00014951984668030175
Remote Sensing Technicians,0.0001606967712689425
Reservation and Transportation Ticket Agents and Travel Clerks,0.0001531188513882026
Residential Advisors,7.623707269818124e-05
Respiratory Therapists,0.00014867161865432543
Retail Loss Prevention Specialists,6.426776648432805e-05
Retail Salespersons,0.00016331291573661356
Riggers,0.00017170818106866827
Robotics Engineers,8.391684601244455e-05
Robotics Technicians,0.0001715734706891338
"Rock Splitters, Quarry",0.000125549564799147
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.00012093937374353844
"Roof Bolters, Mining",0.00014851278137246896
Roofers,0.00013026417805790699
"Rotary Drill Operators, Oil and Gas",0.00020239525551075206
"Roustabouts, Oil and Gas",0.00016975697503671447
Sailors and Marine Oilers,0.00016338042847612014
Sales Engineers,8.26485263435549e-05
Sales Managers,7.247093686976513e-05
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.0001385628358973681
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.00016460042704010972
"Sawing Machine Setters, Operators, and Tenders, Wood",0.00018268613226043177
School Psychologists,0.00012590067715808836
Search Marketing Strategists,0.00013454583876456214
"Secondary School Teachers, Except Special and Career/Technical Education",0.0001269266439518207
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",0.00014875847212751043
"Securities, Commodities, and Financial Services Sales Agents",6.659773462215116e-05
Security and Fire Alarm Systems Installers,0.00012881985275760936
Security Guards,0.00012170018859192088
Segmental Pavers,0.00015953537923640067
Self-Enrichment Teachers,0.00013566051437362408
Semiconductor Processing Technicians,0.00016258553807977288
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0.00015591251269760908
Septic Tank Servicers and Sewer Pipe Cleaners,0.00014414121469277956
"Service Unit Operators, Oil and Gas",0.00013621454959573612
Set and Exhibit Designers,7.451575578522347e-05
"Sewers, Hand",0.0001723273836568493
Sewing Machine Operators,0.00012195652308384151
Shampooers,0.00017545393671547266
Sheet Metal Workers,0.00018254765548063792
Ship Engineers,0.00015049822777164258
"Shipping, Receiving, and Inventory Clerks",0.00017683260786959115
Shoe and Leather Workers and Repairers,0.0001694148903534527
Shoe Machine Operators and Tenders,9.098068608315733e-05
Signal and Track Switch Repairers,0.00019702107040940516
Skincare Specialists,0.00013896189523816572
Slaughterers and Meat Packers,2.5300178755216194e-05
Social and Community Service Managers,7.97918426469424e-05
Social and Human Service Assistants,0.00013740412775826232
Social Science Research Assistants,0.0001202617688689483
"Social Work Teachers, Postsecondary",8.498996225741632e-05
Sociologists,0.00016181933271557832
"Sociology Teachers, Postsecondary",7.893096464715732e-05
Software Quality Assurance Analysts and Testers,0.00014587660877239634
Soil and Plant Scientists,8.947104158994676e-05
Solar Energy Installation Managers,7.051210579917407e-05
Solar Energy Systems Engineers,0.00012539094598444547
Solar Photovoltaic Installers,0.0001149769411974711
Solar Sales Representatives and Assessors,0.0001463001694504259
Solar Thermal Installers and Technicians,0.0001559188074314267
Sound Engineering Technicians,0.00017107453535251133
Spa Managers,6.854677626048856e-05
"Special Education Teachers, Middle School",0.00012583057391448048
"Special Education Teachers, Preschool",0.00013112334661023875
"Special Education Teachers, Secondary School",0.0001242917970038141
Special Effects Artists and Animators,0.00016638512076317131
Speech-Language Pathologists,0.00015455520277589795
Speech-Language Pathology Assistants,8.161469142500404e-05
Sports Medicine Physicians,7.991044413484515e-05
Stationary Engineers and Boiler Operators,0.00013930679527474003
Statistical Assistants,0.00016995843421646834
Statisticians,0.0001501227174655928
Stockers and Order Fillers,0.00014530857188237528
"Stone Cutters and Carvers, Manufacturing",0.00016300312925290192
Stonemasons,0.00015273735853720927
Structural Iron and Steel Workers,0.00013855892240726783
Structural Metal Fabricators and Fitters,0.00014643425936672832
Substance Abuse and Behavioral Disorder Counselors,6.734948668052945e-05
Subway and Streetcar Operators,0.00012353418575646749
Supply Chain Managers,6.33650439462857e-05
Surgical Assistants,0.0001488595459937341
Surgical Technologists,0.00012516056485410183
Survey Researchers,0.00016976585400773478
Surveying and Mapping Technicians,0.0001306113142776122
Surveyors,0.00016552537011816642
Sustainability Specialists,8.214004680941882e-05
"Switchboard Operators, Including Answering Service",0.00015115754345778723
"Tailors, Dressmakers, and Custom Sewers",0.00014279596249729088
Talent Directors,8.504444843389228e-05
"Tank Car, Truck, and Ship Loaders",0.00016260857442851199
Tapers,0.0001389947867242791
"Tax Examiners and Collectors, and Revenue Agents",7.79522895770191e-05
Tax Preparers,0.00015977376379461657
"Teaching Assistants, Postsecondary",0.00013819440013004573
"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",0.00014968881569618576
Team Assemblers,8.087534576664852e-05
Technical Writers,4.923632437023405e-05
Telecommunications Engineering Specialists,0.00010017459041617933
"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.00015103526193094744
Telecommunications Line Installers and Repairers,0.00016804628206672692
Telemarketers,9.149359115575927e-05
Telephone Operators,9.517071412243856e-05
Tellers,0.00017159534082647764
Terrazzo Workers and Finishers,0.0001523102082328325
Textile Bleaching and Dyeing Machine Operators and Tenders,0.0001226899400163443
"Textile Cutting Machine Setters, Operators, and Tenders",0.0001363151231451535
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",0.00013229339590302582
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",0.0001488553094570949
Tile and Stone Setters,0.00016133326316905927
Timing Device Assemblers and Adjusters,0.0001869942246016645
Tire Builders,0.00014128943812058135
Tire Repairers and Changers,0.00017824604526556277
"Title Examiners, Abstractors, and Searchers",0.00012995155441142836
Tool and Die Makers,0.00017111524880088704
"Tool Grinders, Filers, and Sharpeners",0.00018130345217184872
Tour Guides and Escorts,8.410705667863573e-05
Traffic Technicians,0.00014690614647950082
Training and Development Managers,0.00013882567255726536
Training and Development Specialists,8.095607960949886e-05
Transit and Railroad Police,8.304998591001297e-05
Transportation Engineers,6.331486119191896e-05
Transportation Inspectors,0.00012907247737147236
Transportation Planners,7.103020345420599e-05
Transportation Security Screeners,0.00015587966371438623
"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",0.0001499073955314455
"Transportation, Storage, and Distribution Managers",6.145672025548346e-05
Travel Agents,0.00017635055134217456
Travel Guides,0.0001575159600961324
Treasurers and Controllers,7.226600883419415e-05
Tree Trimmers and Pruners,0.00014082685037448874
Tutors,0.00012954232856377912
"Umpires, Referees, and Other Sports Officials",7.566745883038333e-05
Upholsterers,0.00018351686127238487
Urban and Regional Planners,0.00013417921211055064
Urologists,0.0001634027788617477
"Ushers, Lobby Attendants, and Ticket Takers",0.0001299170806822854
Validation Engineers,0.00011934349103166735
Veterinarians,7.450814113432657e-05
Veterinary Assistants and Laboratory Animal Caretakers,7.96900978363225e-05
Veterinary Technologists and Technicians,0.00012070928826648441
Video Game Designers,7.890120621588411e-05
Waiters and Waitresses,3.5947700099493704e-05
Watch and Clock Repairers,0.0001661121082636129
Water and Wastewater Treatment Plant and System Operators,0.00017650495036261718
Water Resource Specialists,0.00014069314720176665
Water/Wastewater Engineers,0.0001070764444913858
Weatherization Installers and Technicians,0.00017602082446388013
Web Administrators,0.00010630518163710428
Web Developers,5.972620565254094e-05
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",0.00014301354503453052
"Welders, Cutters, Solderers, and Brazers",0.0001573363032886689
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.00016461620464191382
Wellhead Pumpers,0.00018260446082528765
"Wholesale and Retail Buyers, Except Farm Products",8.056544799888217e-05
Wind Energy Development Managers,7.100485719450032e-05
Wind Energy Engineers,0.00011818110192083607
Wind Energy Operations Managers,7.838239031630225e-05
Wind Turbine Service Technicians,7.038448030811432e-05
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",0.00017972063014740563
Word Processors and Typists,0.00017052700296301372
Writers and Authors,0.00016839263755299852
Zoologists and Wildlife Biologists,6.223252642738889e-05
